car_name_fixed,city,showroom_name,manufacturing_year,trim,body_type,color,product,invygo_baseprice,starter_fee,sto_contract_length,car_condition,vehicle_category
HS,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,STS,"1,190",,,NEW,Crossover
HS,Riyadh,Riyadh - Al Falah,"2,023",STD,SUV,White,STS,"1,190",,,NEW,Crossover
HS,Riyadh,Riyadh - Al Falah,"2,023",STD,SUV,White,STS,"1,190",,,NEW,Crossover
Sunny,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Compact
Sunny,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Compact
Sunny,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Compact
Sunny,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Compact
Sunny,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Compact
Sunny,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Compact
Sunny,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,600,,,NEW,Compact
Sunny,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,600,,,NEW,Compact
Sunny,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,600,,,NEW,Compact
Sunny,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,600,,,NEW,Compact
RX5,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,MONTHLY,"3,469",,,NEW,Crossover
City,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,750,,,NEW,Compact
City,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,750,,,NEW,Compact
City,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,750,,,NEW,Compact
GT,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Graphite,MONTHLY,"3,079",,,NEW,Sedan
GT,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Graphite,MONTHLY,"3,079",,,NEW,Sedan
GT,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Graphite,MONTHLY,"3,079",,,NEW,Sedan
GT,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,Sedan
GT,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,Sedan
GT,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,Sedan
GT,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,Sedan
Veloz,Riyadh,Riyadh - An Nahdah,"2,023",STD,SUV,White,STS,"1,500",,,NEW,Crossover
Corolla,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Black,STS,750,,,NEW,Sedan
HS,Riyadh,Riyadh - An Nahdah,"2,023",STD,SUV,White,STS,"1,190",,,NEW,Crossover
HS,Riyadh,Riyadh - An Nahdah,"2,023",STD,SUV,White,STS,"1,190",,,NEW,Crossover
RX5,Riyadh,Riyadh - An Nahdah,"2,023",STD,SUV,White,MONTHLY,"3,469",,,NEW,Crossover
RX5,Riyadh,Riyadh - Al Falah,"2,023",STD,SUV,White,MONTHLY,"3,469",,,NEW,Crossover
Corolla,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Black,STS,750,,,NEW,Sedan
Corolla,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Black,STS,750,,,NEW,Sedan
Corolla,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,Black,STS,750,,,NEW,Sedan
Pegas,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",LX,Sedan,Grey,STS,969,,,NEW,Compact
Eado,Dammam,Dammam - Al Itisalat,"2,023",Plus,Sedan,Silver,MONTHLY,"2,289",,,NEW,Sedan
Eado,Dammam,Dammam - Al Itisalat,"2,023",Plus,Sedan,Silver,MONTHLY,"2,289",,,NEW,Sedan
Pegas,Dammam,Dammam - Al Itisalat,"2,023",LX,Sedan,Silver,MONTHLY,"1,959",,,NEW,Compact
Pegas,Dammam,Dammam - Al Itisalat,"2,023",LX,Sedan,Silver,MONTHLY,"1,959",,,NEW,Compact
Alsvin,Dammam,Dammam - Al Itisalat,"2,023",STD,Sedan,White,MONTHLY,"1,889",,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Itisalat,"2,023",STD,Sedan,White,MONTHLY,"1,889",,,NEW,Sedan
Pegas,Dammam,Dammam - Al Itisalat,"2,023",LX,Sedan,Black,MONTHLY,"2,029",,,NEW,Compact
Pegas,Jeddah,Jeddah - Al-Baghdadiyah Al-Gharbiyah,"2,026",LX,Sedan,White,MONTHLY,"2,389",,,NEW,Compact
Accent,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",Smart Plus,Sedan,White,MONTHLY,"2,419",,,NEW,Compact
Accent,Dammam,Dammam - Al Itisalat,"2,023",Smart Plus,Sedan,Silver,STS,"1,169",,,NEW,Compact
Accent,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",Smart Plus,Sedan,White,STS,"1,169",,,NEW,Compact
Accent,Dammam,Dammam - Al Itisalat,"2,024",Smart,Sedan,Grey,STS,"1,279",,,NEW,Compact
Accent,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",Smart,Sedan,Grey,STS,"1,279",,,NEW,Compact
Accent,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",Smart,Sedan,Silver,STS,"1,279",,,NEW,Compact
Elantra,Al Khobar,Al Khobar -  Al-Thuqbah,"2,022",Fleet,Sedan,White,MONTHLY,"2,449",,,NEW,Sedan
Elantra,Dammam,Dammam - Al Itisalat,"2,022",Fleet,Sedan,Grey,MONTHLY,"2,449",,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Itisalat,"2,024",STD,Sedan,Black,MONTHLY,"2,059",,,NEW,Sedan
Alsvin,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Sedan,Black,MONTHLY,"2,059",,,NEW,Sedan
Alsvin,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Sedan,Silver,STS,"1,009",,,NEW,Sedan
Alsvin,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Sedan,Silver,STS,"1,009",,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Itisalat,"2,024",STD,Sedan,White,MONTHLY,"2,049",,,NEW,Sedan
Alsvin,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Sedan,White,MONTHLY,"2,039",,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Itisalat,"2,023",STD,Sedan,White,MONTHLY,"1,889",,,NEW,Sedan
Pegas,Dammam,Dammam - Al Itisalat,"2,024",LX,Sedan,Beige,MONTHLY,"2,219",,,NEW,Compact
Pegas,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",LX,Sedan,Beige,MONTHLY,"2,149",,,NEW,Compact
Pegas,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",LX,Sedan,Grey,STS,969,,,NEW,Compact
Elantra,Jeddah,Jeddah - Al Fayhaa,"2,026",Fleet,Sedan,White,STS,,,,NEW,Sedan
S450,Riyadh,Riyadh - Qurtubah,"2,025",STD,Sedan,Black,MONTHLY,"36,689",,,NEW,Luxury
500,Dammam,Dammam - Al Itisalat,"2,024",STD,Hatchback,Blue,MONTHLY,"4,389",,,NEW,Compact
500,Dammam,Dammam - Al Itisalat,"2,024",STD,Hatchback,Blue,MONTHLY,"4,389",,,NEW,Compact
Sunny,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",S,Sedan,Black,STS,929,,,NEW,Compact
Sunny,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",S,Sedan,Black,STS,929,,,NEW,Compact
Sunny,Dammam,Dammam - Al Itisalat,"2,023",S,Sedan,Silver,STS,929,,,NEW,Compact
Sunny,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",S,Sedan,Black,STS,929,,,NEW,Compact
Sunny,Dammam,Dammam - Al Itisalat,"2,024",S,Sedan,Silver,MONTHLY,"2,129",,,NEW,Compact
Sunny,Dammam,Dammam - Al Itisalat,"2,024",S,Sedan,Silver,MONTHLY,"2,209",,,NEW,Compact
Sunny,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",S,Sedan,Silver,MONTHLY,"2,209",,,NEW,Compact
Sunny,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",S,Sedan,Silver,MONTHLY,"2,209",,,NEW,Compact
Sunny,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",SV,Sedan,Grey,MONTHLY,"2,349",,,NEW,Compact
Sunny,Dammam,Dammam - Al Itisalat,"2,024",SV,Sedan,Silver,MONTHLY,"2,349",,,NEW,Compact
Sunny,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",SV,Sedan,Silver,MONTHLY,"2,349",,,NEW,Compact
Sunny,Dammam,Dammam - Al Itisalat,"2,024",S,Sedan,Silver,STS,"1,049",,,NEW,Compact
Sunny,Dammam,Dammam - Al Itisalat,"2,024",S,Sedan,Silver,STS,"1,049",,,NEW,Compact
Kicks,Dammam,Dammam - Al Itisalat,"2,024",S,SUV,Blue,MONTHLY,"3,079",,,NEW,Crossover
Kicks,Dammam,Dammam - Al Itisalat,"2,024",S,SUV,Blue,STS,"1,939",,,NEW,Crossover
Kicks,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",S,SUV,Blue,STS,"1,939",,,NEW,Crossover
Fortuner,Riyadh,Riyadh - Qurtubah,"2,025",STD,SUV,White,STS,"2,590",,,NEW,SUV
Pegas,Riyadh,Daily Riyadh - Al Aqiq,"2,024",LX,Sedan,Silver,STS,700,,,NEW,Compact
Pegas,Riyadh,Daily Riyadh - Al Aqiq,"2,024",LX,Sedan,Silver,STS,700,,,NEW,Compact
Pegas,Riyadh,Daily Riyadh - Al Aqiq,"2,022",LX,Sedan,White,STS,840,,,NEW,Compact
Alsvin,Dammam,Dammam - Al Itisalat,"2,023",STD,Sedan,Silver,STS,969,,,NEW,Sedan
Alsvin,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",STD,Sedan,Silver,STS,969,,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Itisalat,"2,023",STD,Sedan,Red,STS,969,,,NEW,Sedan
Alsvin,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",STD,Sedan,Silver,STS,969,,,NEW,Sedan
Alsvin,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",STD,Sedan,White,STS,969,,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Itisalat,"2,024",STD,Sedan,Silver,MONTHLY,"2,049",,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Itisalat,"2,024",STD,Sedan,Black,STS,"1,009",,,NEW,Sedan
Alsvin,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Sedan,Silver,STS,"1,009",,,NEW,Sedan
Pegas,Dammam,Dammam - Al Itisalat,"2,024",LX,Sedan,Grey,STS,"1,009",,,NEW,Compact
Pegas,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",LX,Sedan,Grey,STS,"1,009",,,NEW,Compact
Pegas,Dammam,Dammam - Al Itisalat,"2,023",LX,Sedan,Beige,STS,969,,,NEW,Compact
Pegas,Dammam,Dammam - Al Itisalat,"2,023",LX,Sedan,Beige,MONTHLY,"2,019",,,NEW,Compact
Eado,Dammam,Dammam - Al Itisalat,"2,023",Plus,Sedan,White,MONTHLY,"2,289",,,NEW,Sedan
Elantra,Riyadh,Riyadh - Al Masiaf 2,"2,025",STD,Sedan,Grey,MONTHLY,"2,799",,,NEW,Sedan
i10,Riyadh,Daily Riyadh - Al Aqiq,"2,026",MPI,Sedan,Silver,MONTHLY,"2,039",,,NEW,Compact
Emgrand,Riyadh,Daily Riyadh - Al Aqiq,"2,026",STD,Sedan,Black,STS,,,,NEW,Sedan
Coolray,Riyadh,Daily Riyadh - Al Aqiq,"2,026",GS,Crossover,Grey,STS,,,,NEW,Crossover
Cerato,Dammam,Dammam - Al Qadisyyah,"2,023",LX,Sedan,White,MONTHLY,"3,118",,,NEW,Compact
Yaris,Riyadh,Riyadh - Al Masiaf 2,"2,026",STD,Sedan,Silver,MONTHLY,"2,429",,,NEW,Compact
Pegas,Riyadh,Noon - Dhahrat Laban,"2,026",H,Sedan,White,STS,740,,,NEW,Compact
Pegas,Dammam,Dammam - Al Rawdah,"2,026",H,Sedan,Silver,MONTHLY,"2,050",,,NEW,Compact
Dzire,Riyadh,Daily Riyadh - Al Aqiq,"2,024",GL,Sedan,White,STS,700,,,NEW,Sedan
Dzire,Riyadh,Daily Riyadh - Al Aqiq,"2,024",GL,Sedan,White,STS,700,,,NEW,Sedan
Dzire,Riyadh,Daily Riyadh - Al Aqiq,"2,024",GL,Sedan,White,STS,700,,,NEW,Sedan
Pegas,Riyadh,Riyadh - As Sulimaniyah,"2,026",STD,Sedan,Silver,STS,950,,,NEW,Compact
Accent,Riyadh,Riyadh - As Sulimaniyah,"2,024",STD,Sedan,White,MONTHLY,"2,270",,,NEW,Compact
Accent,Riyadh,Riyadh - Makah Road,"2,026",Fleet,Sedan,White,MONTHLY,"2,499",,,NEW,Compact
Accent,Riyadh,Riyadh - Al Khaleej,"2,026",Fleet,Sedan,White,MONTHLY,"2,499",,,NEW,Compact
Accent,Riyadh,Riyadh - Al Khaleej,"2,026",Fleet,Sedan,White,MONTHLY,"2,499",,,NEW,Compact
Sunny,Madinah,Madinah - Al Jamawat,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Madinah,Madinah - Al Jamawat,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Madinah,Madinah - Al Jamawat,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Yaris,Jeddah,Jeddah - Al Baghdadiyah,"2,026",Y,Sedan,White,MONTHLY,"2,329",,,NEW,Compact
Yaris,Jeddah,Jeddah - Al Baghdadiyah,"2,026",Y,Sedan,Silver,MONTHLY,"2,349",,,NEW,Compact
Jolion,Mecca,Mecca - Al Nuzha,"2,025",Basic,Hatchback,White,MONTHLY,"3,909",,,NEW,Crossover
Jolion,Mecca,Mecca - Al Nuzha,"2,025",Basic,Hatchback,White,STS,"1,579",,,NEW,Crossover
Pegas,Riyadh,Riyadh - Al Muruj - Pickup,"2,025",LX,Sedan,White,MONTHLY,"1,870",,,NEW,Compact
Tucson,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,Golden,MONTHLY,"4,189",,,NEW,Crossover
Sunny,Mecca,Mecca - Al Nuzha,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Mecca,Mecca - Al Nuzha,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Madinah,Madinah - Al Iskan,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Riyadh,Riyadh - Al Falah,"2,022",Classic,Sedan,White,STS,799,,,NEW,Compact
Accent,Riyadh,Riyadh - Qurtubah,"2,024",STD,Sedan,White,MONTHLY,"2,270",,,NEW,Compact
Sunny,Dammam,Dammam - Al Taawoun,"2,024",S,Sedan,White,STS,"1,179",,,NEW,Compact
Yaris,Riyadh,Riyadh - Al Yarmuk,"2,026",STD,Sedan,Grey,MONTHLY,"2,429",,,NEW,Compact
Pegas,Al Khobar,Khobar - Al Thawn,"2,022",LX,Sedan,White,MONTHLY,"2,140",,,NEW,Compact
Sunny,Al Khobar,Khobar - Al Thawn,"2,022",Classic,Sedan,White,STS,799,,,NEW,Compact
5,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",,NEW,Compact
5,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",,NEW,Compact
5,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",,NEW,Compact
Yaris,Dammam,Dammam - Al Rawdah,"2,026",STD,Sedan,White,STS,810,,,NEW,Compact
Accent,Dammam,Dammam - Al Rawda,"2,025",Fleet,Sedan,Silver,MONTHLY,"2,459",,,NEW,Compact
Alsvin,Riyadh,Riyadh - Al Quds,"2,024",STD,Sedan,White,MONTHLY,"1,729",,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Rawda,"2,025",STD,Sedan,White,MONTHLY,"1,809",,,NEW,Sedan
Elantra,Riyadh,Riyadh - King Fahd Rd,"2,025",Fleet,Sedan,White,MONTHLY,"3,509",,,NEW,Sedan
Accent,Riyadh,Riyadh - Al Quds,"2,024",Smart,Sedan,White,MONTHLY,"2,449",,,NEW,Compact
Yaris,Riyadh,Riyadh - Al Sahaba,"2,024",Y,Sedan,White,MONTHLY,"2,359",,,NEW,Compact
Accent,Riyadh,Riyadh - Al Quds,"2,024",Smart,Sedan,Black,MONTHLY,"2,419",,,NEW,Compact
Alsvin,Riyadh,Riyadh - Al Quds,"2,024",STD,Sedan,White,MONTHLY,"1,729",,,NEW,Sedan
Yaris,Dammam,Dammam - Al Rawda,"2,024",Y,Sedan,Grey,MONTHLY,"2,339",,,NEW,Compact
Alsvin,Riyadh,Riyadh - Al Quds,"2,025",STD,Sedan,Silver,MONTHLY,"1,799",,,NEW,Sedan
Elantra,Riyadh,Riyadh - Qurtubah 2,"2,025",Fleet,Sedan,Gray,MONTHLY,"3,299",,,NEW,Sedan
Alsvin,Riyadh,Riyadh - Al Quds,"2,025",STD,Sedan,White,MONTHLY,"1,799",,,NEW,Sedan
Yaris,Jeddah,Jeddah - Salamah,"2,024",Y,Sedan,White,MONTHLY,"2,319",,,NEW,Compact
Alsvin,Riyadh,Riyadh - Al Quds,"2,024",STD,Sedan,Blue,MONTHLY,"1,729",,,NEW,Sedan
Accent,Dammam,Dammam - Al Rawda,"2,024",Smart,Sedan,Grey,MONTHLY,"2,379",,,NEW,Compact
Yaris,Riyadh,Riyadh - Qurtubah 2,"2,024",Y,Sedan,White,MONTHLY,"2,349",,,NEW,Compact
Alsvin,Riyadh,Riyadh - Al Sahaba,"2,024",STD,Sedan,Silver,MONTHLY,"1,729",,,NEW,Sedan
Accent,Riyadh,Riyadh - Al Quds,"2,025",Fleet,Sedan,White,MONTHLY,"2,499",,,NEW,Compact
Accent,Riyadh,Riyadh - Al Quds,"2,025",Fleet,Sedan,White,MONTHLY,"2,509",,,NEW,Compact
Accent,Riyadh,Riyadh - Qurtubah 2,"2,025",Fleet,Sedan,White,MONTHLY,"2,469",,,NEW,Compact
Alsvin,Dammam,Dammam - Al Rawda,"2,024",STD,Sedan,White,MONTHLY,"1,739",,,NEW,Sedan
Yaris,Riyadh,Riyadh - Al Quds,"2,024",Y,Sedan,Grey,MONTHLY,"2,369",,,NEW,Compact
Elantra,Riyadh,Riyadh - King Fahd Rd,"2,024",Fleet,Sedan,White,MONTHLY,"3,089",,,NEW,Sedan
Accent,Riyadh,Riyadh - Al Sahaba,"2,025",Fleet,Sedan,Black,MONTHLY,"2,499",,,NEW,Compact
Dzire,Riyadh,Riyadh - Qurtubah,"2,024",GL,Sedan,White,MONTHLY,"2,039",,,NEW,Sedan
Elantra,Riyadh,Riyadh - Qurtubah,"2,025",Fleet,Sedan,White,MONTHLY,"3,499",,,NEW,Sedan
Elantra,Riyadh,Riyadh - Al Quds,"2,025",Fleet,Sedan,Grey,MONTHLY,"3,459",,,NEW,Sedan
Dzire,Riyadh,Riyadh - Qurtubah 2,"2,024",GL,Sedan,Blue,MONTHLY,"2,039",,,NEW,Sedan
Elantra,Riyadh,Riyadh - Qurtubah,"2,025",Fleet,Sedan,White,MONTHLY,"3,469",,,NEW,Sedan
Dzire,Dammam,Dammam - Al Rawda,"2,024",GL,Sedan,Blue,MONTHLY,"2,039",,,NEW,Sedan
Sunny,Arar,ARAR,"2,023",S,Sedan,White,MONTHLY,"2,250",,,NEW,Compact
Sonata,Arar,ARAR,"2,025",Fleet,Sedan,White,MONTHLY,"5,800",,,NEW,Sedan
Alsvin,Arar,ARAR,"2,025",STD,Sedan,White,MONTHLY,"2,151",,,NEW,Sedan
Elantra,Riyadh,Riyadh - Al Masiaf,"2,023",STD,Sedan,Grey,MONTHLY,"2,589",,,NEW,Sedan
Kona,Riyadh,Daily Riyadh - Al Aqiq,"2,022",Smart,Crossover,Black,STS,"1,020",,,NEW,Crossover
Sunny,Riyadh,Riyadh - Sulimaniyah,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
RX5,Riyadh,Riyadh - Al Qirawan,"2,022",STD,SUV,Black,MONTHLY,"2,539",,,NEW,Crossover
Jolion,Jeddah,Jeddah - Palestine,"2,025",Basic,Hatchback,Silver,MONTHLY,"4,019",,,NEW,Crossover
Jolion,Jeddah,Jeddah - Palestine,"2,025",Basic,Hatchback,Silver,MONTHLY,"4,019",,,NEW,Crossover
Elantra,Arar,ARAR,"2,023",Fleet,Sedan,White,MONTHLY,"3,226",,,NEW,Sedan
Jolion,Jeddah,Jeddah - Palestine,"2,025",Basic,Hatchback,Silver,STS,"1,579",,,NEW,Crossover
Jolion,Jeddah,Jeddah - Palestine,"2,025",Basic,Hatchback,Silver,STS,"1,579",,,NEW,Crossover
Jolion,Jeddah,Jeddah - Palestine,"2,025",Basic,Hatchback,Silver,STS,"1,579",,,NEW,Crossover
RAV4,Riyadh,Riyadh - Al Masiaf,"2,026",STD,SUV,Black,MONTHLY,"7,429",,,NEW,Crossover
RAV4,Riyadh,Riyadh - Al Masiaf,"2,026",STD,SUV,Black,STS,"2,930",,,NEW,Crossover
Territory,Al Khobar,Al Khobar - Al Thuqbah,"2,024",STD,CUV,White,STS,"2,330",,,NEW,Crossover
Grand i10,Jeddah,Jeddah  - Al Naseem,"2,026",GLS,Sedan,White,MONTHLY,"1,959",,,NEW,Compact
Grand i10,Jeddah,Jeddah  - North,"2,026",GLS,Sedan,White,STS,,,,NEW,Compact
Pegas,Riyadh,Riyadh - Anas BinMalik,"2,026",LX,Sedan,White,MONTHLY,"1,869",,,NEW,Compact
Accent,Riyadh,Riyadh - Anas BinMalik,"2,026",Fleet,Sedan,Black,MONTHLY,"2,539",,,NEW,Compact
Pegas,Riyadh,Riyadh - Anas BinMalik,"2,026",LX,Sedan,White,STS,680,,,NEW,Compact
Pegas,Riyadh,Riyadh - Anas BinMalik,"2,026",LX,Sedan,White,STS,680,,,NEW,Compact
Accent,Riyadh,Riyadh - Anas BinMalik,"2,026",Fleet,Sedan,Black,STS,720,,,NEW,Compact
Pegas,Al Khobar,Khobar - Al Thawn,"2,026",LX,Sedan,White,MONTHLY,"2,460",,,NEW,Compact
Pegas,Dammam,Dammam - Al Qadisyyah,"2,026",LX,Sedan,White,MONTHLY,"2,449",,,NEW,Compact
Pegas,Riyadh,Riyadh - Al jazirah,"2,026",LX,Sedan,White,MONTHLY,"1,839",,,NEW,Compact
Grand i10,Jeddah,Jeddah  - North,"2,026",GLS,Sedan,White,MONTHLY,"1,959",,,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Al Yarmuk,"2,026",Y,Sedan,White,MONTHLY,"2,539",,,NEW,Compact
Yaris,Riyadh,Riyadh - Al Faisaliyyah,"2,026",Y,Sedan,White,MONTHLY,"2,379",,,NEW,Compact
Yaris,Riyadh,Riyadh - Al Aziziyah,"2,026",Y,Sedan,White,MONTHLY,"2,379",,,NEW,Compact
Accent,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,Sedan,Silver,STO,"2,500","2,700",,NEW,Compact
Accent,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,500","2,700",,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,White,MONTHLY,"2,569",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,White,MONTHLY,"2,569",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,White,MONTHLY,"2,569",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,White,MONTHLY,"2,569",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,White,MONTHLY,"2,569",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,White,MONTHLY,"2,569",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,MONTHLY,"2,549",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,STS,870,,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,STS,870,,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,STS,870,,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,STS,870,,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,Grey,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,Grey,MONTHLY,"2,439",,,NEW,Compact
